EAN;SKU PRINCIPAL;TÍTULO;PREÇO_ATUAL
7899882315912;18939;"Smart TV DLED 32"" Aiwa AWSTV32BL02A - HD, Wi-Fi, 2 USB, 2 HDMI, Borda Ultrafina, 60Hz";0.0
7899882315912;18939;"Smart TV DLED 32"" Aiwa AWSTV32BL02A - HD, Wi-Fi, 2 USB, 2 HDMI, Borda Ultrafina, 60Hz";1059.99
7899882315912;18939;"Smart TV DLED 32"" Aiwa AWSTV32BL02A - HD, Wi-Fi, 2 USB, 2 HDMI, Borda Ultrafina, 60Hz";1100.0
7899882315929;18941;"Smart TV DLED 43"" Aiwa AWSTV43BL02A - Full HD, Wi-Fi, 2 USB, 2 HDMI, Borda Ultrafina, 60Hz";0.0
7899882315929;18941;"Smart TV DLED 43"" Aiwa AWSTV43BL02A - Full HD, Wi-Fi, 2 USB, 2 HDMI, Borda Ultrafina, 60Hz";1819.99
7899882315301;18940;"Smart TV DLED 55"" Aiwa AWS-55, 4K, Wi-Fi, 4 HDMI, 2 USB, Controle por Voz, 60Hz";2399.99
7898516480002;20821;Smart TV EFL 32sx800hd DLED 32 HD Whale OS;892.99
7898516480002;20821;Smart TV EFL 32sx800hd DLED 32 HD Whale OS;0.0
7898516480019;20822;"Smart TV EFL 43"" Full HD 43SX800FD DLED Bivolt com Sistema Whale OS";0.0
7898516480019;20822;"Smart TV EFL 43"" Full HD 43SX800FD DLED Bivolt com Sistema Whale OS";1359.99
7892509133166;20688;"Smart TV Samsung 32"" HD LS32BETBL com Sistema Tizen e Wi-Fi Integrado";0.0
7892509133166;20688;"Smart TV Samsung 32"" HD LS32BETBL com Sistema Tizen e Wi-Fi Integrado";1099.99
7896664697433;16927;Tanquinho Mueller 16Kg Big Aquatec Branca - 127V;677.41
7896664697464;16928;Tanquinho Mueller 16Kg Big Aquatec Preto - 127V;677.41
7896664697990;18790;Tanquinho Mueller 20kg Big Branca - 127V;635.99
7896664600624;16931;Tanquinho Mueller 4,5Kg Plus Branca - 127V;860.2
7896664602383;16932;Tanquinho Mueller 4,5Kg Plus Preto - 127V;860.2
7908259500261;17439;Teclado Abnt2 Com Fio Movitec, Preto - Otf-01;26.58
6941764435063;20800;Telefone Móvel Realme C63 6/256GB Leather Blue;0.0
6941764435063;20800;Telefone Móvel Realme C63 6/256GB Leather Blue;1199.99
7899882306231;19601;Umidificador De Ar Comfort Air 6, Mondial, Branco/Azul, 35W,;351.05
7899882313895;18811;Ventilador 40Cm Vtx-40P-8P 127V/60Hz Super Turbo Parede;234.03
7896443138317;18952;Ventilador Coluna Mallory EOLO TS+ 40cm com 3 Velocidades Preto/Grafite 110V;0.0
7896443138317;18952;Ventilador Coluna Mallory EOLO TS+ 40cm com 3 Velocidades Preto/Grafite 110V;199.99
7895500761055;18927;Ventilador de Coluna Arno VB52 Extreme Force Breeze 50cm 3 Velocidades Preto, 110V;421.15
7895500764445;20355;Ventilador de Coluna Arno VE6C X-Treme - 40cm, 6 Pás, 3 Velocidades, Preto, 110V;310.39
7899882317657;20572;Ventilador De Coluna Mondial NVT-40C Turbo | 40cm, 8 Pás, 140W, Preto/Prata, 110V;276.58
7899882316728;19513;Ventilador de Coluna Mondial VSP-40C Super Power - com 3 Velocidades, Modo Silencioso, Preto/Prata, 110V;0.0
7899882316728;19513;Ventilador de Coluna Mondial VSP-40C Super Power - com 3 Velocidades, Modo Silencioso, Preto/Prata, 110V;232.99
7899882314113;18979;Ventilador de Coluna Mondial VT-30C Turbo - com 3 Velocidades, Modo Silencioso, Preto/Prata, 110V;0.0
7899882314113;18979;Ventilador de Coluna Mondial VT-30C Turbo - com 3 Velocidades, Modo Silencioso, Preto/Prata, 110V;189.99
7895500760911;19409;Ventilador de Mesa Arno VB40 Extreme Force Breeze 40cm 3 Velocidades Preto, 110V;235.7
7895500761017;19551;Ventilador de Mesa Arno VB50 Extreme Force Breeze 50cm 3 Velocidades Preto, 110V;329.39
7895500764421;20305;Ventilador de Mesa Arno VE60 X-Treme 2 Em 1 - 140W, 40cm, 6 Pás, 3 Velocidades, Preto, 110V;0.0
7895500764421;20305;Ventilador de Mesa Arno VE60 X-Treme 2 Em 1 - 140W, 40cm, 6 Pás, 3 Velocidades, Preto, 110V;242.99
7899882314090;20645;Ventilador De Mesa Mondial 110V, 30Cm, 6 Pás, Turbo - Vt-30-Nb;138.28
7899882317633;20571;Ventilador De Mesa Mondial NVT-40 Bravo Turbo Force | 40cm, 8 Pás, 140W, Preto, 110V;202.11
7899882313857;19754;Ventilador de Mesa Mondial Super Power 30cm 6 Pás VSP-30-W - 110V BRANCO;0.0
7899882313857;19754;Ventilador de Mesa Mondial Super Power 30cm 6 Pás VSP-30-W - 110V BRANCO;119.99
7899882311983;19885;Ventilador de Mesa Mondial ULTRA V-30, 30 cm, 3 Velocidades, Branco e Azul 110V;98.99
7899882311983;19885;Ventilador de Mesa Mondial ULTRA V-30, 30 cm, 3 Velocidades, Branco e Azul 110V;0.0
7899882311921;17621;Ventilador de Mesa Mondial V-40, 40 cm, 3 Velocidades, Branco e Azul 110V;159.56
7899882313581;18661;Ventilador de Mesa Mondial VSP-40-B 40cm, 6 Pás, 140W, Preto, 110V;161.99
7899882313604;18933;Ventilador de Mesa Mondial VSP-40-W 40cm, 6 Pás, 140W, Branco/Azul, 110V;0.0
7899882313604;18933;Ventilador de Mesa Mondial VSP-40-W 40cm, 6 Pás, 140W, Branco/Azul, 110V;169.99
7899882316117;20581;Ventilador De Mesa Super Turbo Com 8 Pás 127V Vtx-40-Crystal Preto E Azul Mondial;255.3
7898461965616;18517;Ventilador De Parede 68Cm Bivolt Power 70 Preto/Prata Ventisol;439.78
7895500763059;20340;Ventilador De Parede Arno VE3970B1 X-TREME 9, 40cm - 9 Pás, 3 Velocidades, Preto, 110V;0.0
7895500763059;20340;Ventilador De Parede Arno VE3970B1 X-TREME 9, 40cm - 9 Pás, 3 Velocidades, Preto, 110V;349.99
7898461960550;14813;Ventilador de Parede Ventisol 60cm Comercial, Velocidade Regulável, 3 Pás, Preto, Bivolt;290.31
7898461975905;20968;Ventilador De Parede Ventisol Gp Vp1m2 Preto 220V;1075.25
7898461963810;20970;Ventilador De Teto, Fênix 370;279.55
7895500762632;19553;VENTILADOR MESA 40CM ARNO VE70 X-TREME 7 7 PAS 3 VELOCIDADES PRETO 110V;302.3
7896443139758;19199;Ventilador Mesa Mallory Fresh TS 40cm com 3 Velocidades Preto 110V;0.0
7896443139758;19199;Ventilador Mesa Mallory Fresh TS 40cm com 3 Velocidades Preto 110V;159.99
7899882316179;19921;Ventilador Parede 50cm Mondial PRO NVP-PRO-50 | 5 Pás, Preto, 110V;0.0
7899882316179;19921;Ventilador Parede 50cm Mondial PRO NVP-PRO-50 | 5 Pás, Preto, 110V;252.9
7895500761031;18929;Ventilador Parede Arno VB51 Extreme Force Breeze 50cm Preto, 110V;351.05
7898461974342;20969;VENTILADOR TETO VENTISOL AIRES 3 PAS 6 VELOCIDADES COM CONTROLE BIVOLT;311.81
7899831311569;20580;Wap Flow Turbo Ventilador de Coluna 180W 50 cm 8 Pás Silencioso e Econômico;0.0
7899831311569;20580;Wap Flow Turbo Ventilador de Coluna 180W 50 cm 8 Pás Silencioso e Econômico;229.99
